Customer ID,Recency,Frequency,MonetaryValue,Recency_Segment,Frequency_Segment,MonetaryValue_Segment,RFM_Score,Customer_Segment,CLV,MonetaryDensity,RF_Ratio,EngagementScore,Cluster,SegmentName
12346.0,0.6033905201510437,-0.2551926988668414,5.092793357457416,1,2,3,6,Gold,5.092793357457416,-19.95665777301417,0.8101297063455718,0.2934685712633272,0,Dormant
12347.0,-0.9506277725403376,0.1370196327249109,0.1817407201155633,3,3,3,9,Platinum,0.1817407201155633,1.326384522431448,-0.836069796140742,0.4589977349647383,0,Dormant
12348.0,-0.6004940214092548,-0.0983077662301405,-0.0904447140168845,2,2,3,7,Gold,-0.0904447140168845,0.9200159609481064,-0.665963395180489,0.4089221391549584,0,Dormant
12349.0,-0.8690897757015923,-0.2551926988668414,0.0478960603190626,3,2,3,8,Platinum,0.0478960603190626,-0.1876858567339133,-1.1668652742519423,0.4428606786608888,0,Dormant
12350.0,0.5266488760675186,-0.4120776315035424,-0.1838455704257326,1,1,1,3,Bronze,-0.1838455704257326,0.4461430477430617,0.8957796203848499,0.2591518193198088,0,Dormant
12351.0,0.8384118051568389,-0.4120776315035424,-0.1833984240970305,1,1,1,3,Bronze,-0.1833984240970305,0.4450579455814358,1.4260586942813192,0.2189427388944341,0,Dormant
12352.0,-0.787551778862847,0.2154620990432613,-0.0855733526349743,3,3,3,9,Platinum,-0.0855733526349743,-0.3971619742634761,-0.6479443328448994,0.4367244537399907,0,Dormant
12353.0,0.0182354840141655,-0.3336351651851919,-0.1761516406412032,2,1,1,4,Silver,-0.1761516406412032,0.5279768412404197,0.0273656157429636,0.3257001221383461,0,Dormant
12354.0,0.1525333611603342,-0.4120776315035424,-0.1300921449998193,2,1,2,5,Silver,-0.1300921449998193,0.3156981477619975,0.2594447317090867,0.3078389326708873,0,Dormant
12355.0,0.0661990115663686,-0.3336351651851919,-0.1391165576582666,2,1,2,5,Silver,-0.1391165576582666,0.4169721065854876,0.0993434948961048,0.319811131656378,0,Dormant
12356.0,-0.8499043646807111,-0.01986529991179,0.1803958573443978,3,3,3,9,Platinum,0.1803958573443978,-9.080953126578937,-0.8671301654805421,0.444177357560962,0,Dormant
12357.0,-0.8019408371285079,-0.3336351651851919,0.9900511785768707,3,1,3,7,Gold,0.9900511785768707,-2.9674665079963023,-1.20345611777575,0.4408607539170889,0,Dormant
12358.0,-0.9506277725403376,-0.0983077662301405,0.0320357184118651,3,2,3,8,Platinum,0.0320357184118651,-0.3258716949876462,-1.054270777697491,0.4550681872522215,0,Dormant
12359.0,-0.6820320182480001,0.2939045653616118,0.4078899403450284,2,3,3,8,Platinum,0.4078899403450284,1.387831250063,-0.527111532416141,0.427987850291776,0,Dormant
12360.0,-0.710810134779322,-0.01986529991179,0.043390359181451,2,3,3,8,Platinum,0.043390359181451,-2.184228749332849,-0.7252167836883548,0.4251354879347001,0,Dormant
12361.0,0.4163327626974514,-0.1767502325484909,-0.1731051566957269,1,2,1,4,Silver,-0.1731051566957269,0.9793772500312607,0.5057186520516985,0.2761938948141924,0,Dormant
12362.0,-0.9458314197851172,0.2939045653616118,0.1203803290456185,3,3,3,9,Platinum,0.1203803290456185,0.4095898575018935,-0.7309900939415749,0.4597038362424264,0,Dormant
12363.0,-0.4326216749765438,-0.3336351651851919,-0.1662062298018915,2,1,2,5,Silver,-0.1662062298018915,0.4981676008571667,-0.6492264482965632,0.3839337449461904,0,Dormant
12364.0,-0.9218496560090156,-0.1767502325484909,-0.1212793222580167,3,2,2,7,Gold,-0.1212793222580167,0.6861621651600603,-1.1197691058726165,0.4492154788122279,0,Dormant
12365.0,0.4355181737183327,-0.4120776315035424,-0.1820453442417234,1,1,1,3,Bronze,-0.1820453442417234,0.4417743898825494,0.7407749680151127,0.2709207577372998,0,Dormant
12366.0,2.0806671687589,-0.4120776315035424,-0.1697505320949428,1,1,2,4,Silver,-0.1697505320949428,0.4119382347340142,3.539016850268789,0.0588203625085237,0,Dormant
12367.0,-0.9410350670298968,-0.4120776315035424,-0.193671833544992,3,1,1,5,Silver,-0.193671833544992,0.4699887078032944,-1.6006110967277594,0.4483817582800083,0,Dormant
12368.0,2.051889052227578,-0.4120776315035424,-0.1411646658805456,1,1,2,4,Silver,-0.1411646658805456,0.3425681354396256,3.490068012678346,0.0627619872630735,0,Dormant
12369.0,1.0206732098552107,-0.2551926988668414,-0.1005277610155669,1,2,2,5,Silver,-0.1005277610155669,0.3939288289279073,1.3703856128992646,0.1979174369693498,0,Dormant
12370.0,-0.7156064875345423,0.0585771664065604,0.0671801872852355,2,3,3,8,Platinum,0.0671801872852355,1.1468664567856532,-0.6760078624818026,0.4268541866514985,0,Dormant
12371.0,-0.6724393127375594,-0.1767502325484909,0.02520937576128,2,2,3,7,Gold,0.02520937576128,-0.1426271150979331,-0.8168108140731025,0.418222367974096,0,Dormant
12372.0,-0.6148830796749157,-0.2551926988668414,-0.1221051392142415,2,2,2,6,Gold,-0.1221051392142415,0.4784821029615567,-0.8255599518686583,0.4087059343250239,0,Dormant
12373.0,0.5314452288227389,-0.2551926988668414,-0.1404833326538095,1,2,2,5,Silver,-0.1404833326538095,0.5504990279017082,0.7135338603880385,0.2606993605208191,0,Dormant
12374.0,-0.8403116591702704,-0.2551926988668414,-0.0212281057506147,3,2,3,8,Platinum,-0.0212281057506147,0.0831846124316098,-1.1282269358689292,0.4385933311442285,0,Dormant
12375.0,-0.9074605977433547,-0.3336351651851919,-0.1781552396577156,3,1,1,5,Silver,-0.1781552396577156,0.5339822004638703,-1.3618074519126604,0.4450847299769726,0,Dormant
12376.0,0.9103570964851436,-0.3336351651851919,-0.1777683519460514,1,1,1,3,Bronze,-0.1777683519460514,0.5328225873533954,1.3661541679913891,0.2106170209049278,0,Dormant
12377.0,0.5506306398436202,-0.1767502325484909,0.0196587354236691,1,2,3,6,Gold,0.0196587354236691,-0.1112232506866765,0.6688500399437445,0.2604203585982598,0,Dormant
12378.0,-0.3366946198721376,-0.3336351651851919,0.1668814929596102,2,1,3,6,Gold,0.1668814929596102,-0.5001915576464454,-0.5052706899902808,0.3742369542229838,0,Dormant
12379.0,-0.5669195521227126,-0.1767502325484909,-0.1033304714648442,2,2,2,6,Gold,-0.1033304714648442,0.5846129307722171,-0.6886361521579236,0.4035791149131993,0,Dormant
12380.0,-0.8547007174359313,0.1370196327249109,0.2897494978570359,3,3,3,9,Platinum,0.2897494978570359,2.1146567984075317,-0.7517026908212733,0.4474924486724882,0,Dormant
12381.0,-0.9362387142746766,-0.2551926988668414,-0.1030161679964302,3,2,2,7,Gold,-0.1030161679964302,0.4036799189548276,-1.2570213971456403,0.4503092992831828,0,Dormant
12383.0,-0.0728952183350204,-0.0983077662301405,-0.092488028940081,2,2,3,7,Gold,-0.092488028940081,0.9408008389038628,-0.0808426817987051,0.3408535050279808,0,Dormant
12384.0,-0.8211262481493892,-0.3336351651851919,-0.1748841554123705,3,1,1,5,Silver,-0.1748841554123705,0.5241778255457487,-1.2322472694370064,0.4339751957399408,0,Dormant
12385.0,0.8575972161777201,-0.4120776315035424,-0.0897599570050894,1,1,3,5,Silver,-0.0897599570050894,0.217822929814422,1.4586912526749478,0.2172204922111961,0,Dormant
12386.0,0.6609467532136873,-0.3336351651851919,-0.1587560735135611,1,1,2,4,Silver,-0.1587560735135611,0.4758373519333309,0.9918691963950552,0.2429399219753661,0,Dormant
12387.0,1.0302659153656517,-0.4120776315035424,-0.1941484244252014,1,1,1,3,Bronze,-0.1941484244252014,0.4711452638591775,1.752384278217608,0.1941101028563721,0,Dormant
12388.0,-0.8834788339672532,0.1370196327249109,0.0631264257754087,3,3,3,9,Platinum,0.0631264257754087,0.4607108085170922,-0.7770128224171139,0.4493834852032146,0,Dormant
12389.0,0.9727096823030076,-0.2551926988668414,-0.1058565400813562,1,2,2,5,Silver,-0.1058565400813562,0.4148102220455444,1.3059883822609093,0.2040611856657737,0,Dormant
12390.0,-0.5765122576331532,-0.4120776315035424,-0.1694355438695171,2,1,2,5,Silver,-0.1694355438695171,0.4111738442373099,-0.9805924872488108,0.4015586005460673,0,Dormant
12391.0,-0.8547007174359313,-0.01986529991179,-0.01409293768771,3,3,3,9,Platinum,-0.01409293768771,0.7094248639732803,-0.8720237303699279,0.4432333084888177,0,Dormant
12392.0,1.8744240002844264,-0.4120776315035424,-0.1879301460010903,1,1,1,3,Bronze,-0.1879301460010903,0.4560551984231514,3.1882168475372787,0.085276520397228,0,Dormant
12393.0,-0.6148830796749157,-0.01986529991179,-0.0397007956578104,2,3,3,8,Platinum,-0.0397007956578104,1.9984996870975067,-0.6273454859006395,0.4120947253619564,0,Dormant
12394.0,-0.6532539017166782,-0.3336351651851919,-0.1300181912425454,2,1,2,5,Silver,-0.1300181912425454,0.3897017005697702,-0.9803246924010124,0.4126827131333154,0,Dormant
12395.0,-0.8690897757015923,0.6861168969533642,0.1076465876542773,3,3,3,9,Platinum,0.1076465876542773,0.1568924889217444,-0.5154386254428421,0.4542474791849589,0,Dormant
12396.0,2.2725212789677123,-0.4120776315035424,-0.140224494503351,1,1,2,4,Silver,-0.140224494503351,0.3402865959788104,3.8653424342050777,0.0343113419739467,0,Dormant
12397.0,-0.787551778862847,-0.3336351651851919,-0.0523379863104885,3,1,3,7,Gold,-0.0523379863104885,0.1568719121122534,-1.1818627540298077,0.4306292511426766,0,Dormant
12398.0,-0.7395882513106439,-0.4120776315035424,-0.1056969916976079,2,1,2,5,Silver,-0.1056969916976079,0.2564977655107187,-1.2579692335946562,0.4231050572938024,0,Dormant
12399.0,-0.389454500179561,0.0585771664065604,-0.077852032569973,2,3,3,8,Platinum,-0.077852032569973,-1.3290508460179444,-0.3679037414925554,0.3836202188756578,0,Dormant
12400.0,1.025469562610431,-0.4120776315035424,-0.1899501791858857,1,1,1,3,Bronze,-0.1899501791858857,0.4609572679128857,1.7442261386192006,0.1947624920113808,0,Dormant
